organization_group_id,organization_group_name,petitioner_company_id,petitioner_company_name,petitioner_company_of_primary_beneficiary,beneficiary_id,beneficiary_type,beneficiary_record_opened_date,beneficiary_status,beneficiary_record_retired_date,beneficiary_last_name,beneficiary_first_name,beneficiary_full_name,primary_beneficiary_id,primary_beneficiary_last_name,primary_beneficiary_first_name,relation,gender,date_of_birth,country_of_birth,country_of_citizenship,alien_number,date_of_last_entry_into_the_us,i94_number,i94_status,i94_valid_from,i94_exp_date,current_status,current_status_exp_date,i797_valid_from,i797_exp_date,final_niv_hl_status_valid_from,final_niv_maxout_date,i129s_exp_date,ped_petition_end_date,ead_type,ead_exp_date,ap_exp_date,ds2019_valid_from,ds2019_exp_date,re_entry_permit_exp_date,green_card_exp_date,passport_number,passport_issuing_country,passport_valid_from,passport_exp_date,visa_type,visa_issue_date,visa_exp_date,visa_priority_green_card_method,primary_visa_priority_date,primary_visa_priority_category,primary_visa_country_of_chargeability,visa_priority_note,track_filed,green_card_method,employee_id,work_email_id,current_employer,management_info_employee_id,management_info_department,management_info_dept_group,management_info_dept_number,business_unit_code,hr_info_client_billing_code,job_title,job_location_street,job_location_city,job_location_state,hire_date,management_info_manager,management_info_manager_email,management_info_second_level_manager,management_info_second_level_manager_email,management_info_partner_name,management_info_partner_email,management_info_cost_center,management_info_cost_center_number,management_info_client_billing_code,management_info_business_unit_code,management_info_job_title,management_info_job_status,management_info_job_code,management_info_job_start_date,management_info_job_end_date,management_info_work_address,management_info_job_location_city,management_info_job_location_state
,,625365123,"Charter Communications, Inc.",,626897044,Primary,6/17/2019,Active,0100-01-01,LN 69,FN 69,"LN 69, FN 69",,,,,M,3/10/1986,India,India,123456789,1/17/2016,85743177830,H-1B,1/17/2016,7/16/2022,H-1B,7/16/2022,0100-01-01,7/16/2022,0100-01-01,4/4/4000,0100-01-01,7/16/2022,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,M123456,India,8/18/2020,8/17/2030,,7/23/2015,12/31/2016,AOS,7/8/2016,Emp: 2nd,India,I-140 w/prior ER; PERM pending [10.13.21 KAP],0,AOS,6103889,test1@email.com,"Charter Communications, Inc.",6103889,Charter,IT,,Product & Technology,,,"St. Louis, MO",,,8/12/2019,L1Manager 69,,L2Manager 69,,HRBP 69,,,,,Product & Technology,,,,8/12/2019,0100-01-01,"St. Louis, MO",,
,,625365123,"Charter Communications, Inc.",,626897094,Primary,6/17/2019,Active,0100-01-01,LN 70,FN 70,"LN 70, FN 70",,,,,M,3/11/1986,INDIA,INDIA,,5/13/2019,386499154A2,H-1B,5/13/2019,7/17/2022,H-1B,7/17/2022,0100-01-01,7/7/2022,0100-01-01,10/7/2022,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,M123456,INDIA,11/20/2019,11/19/2029,,4/18/2019,8/8/2021,AOS,0100-01-01,,INDIA,,1,AOS,6180486,test2@email,"Charter Communications, Inc.",6180486,Charter,Business Intelligence,,Corporate,,,,,,8/19/2019,L1Manager 70,,L2Manager 70,,HRBP 70,,,,,Corporate,,,,8/19/2019,0100-01-01,,,
,,625365123,"Charter Communications, Inc.",,626897322,Primary,6/17/2019,Active,0100-01-01,LN 71,FN 71,"LN 71, FN 71",,,,,F,3/12/1986,INDIA,India,,2/4/2021,572940940A2,H-1B,2/4/2021,7/15/2022,H-1B,7/15/2022,0100-01-01,7/15/2022,10/1/2018,9/30/2024,0100-01-01,7/15/2022,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,M123456,india,4/30/2019,4/29/2029,,1/23/2019,9/18/2021,AOS,0100-01-01,,INDIA,,1,AOS,6104079,test1@email.com,"Charter Communications, Inc.",6104079,Charter,NOC,,Network Operations,,,,,,8/19/2019,L1Manager 71,,L2Manager 71,,HRBP 71,,,,,Network Operations,,,,8/19/2019,0100-01-01,,,
,,625365123,"Charter Communications, Inc.",,626898217,Primary,6/19/2019,Active,0100-01-01,LN 72,FN 72,"LN 72, FN 72",,,,,F,3/13/1986,India,India,123456789,11/29/2013,12530994830,ADMITTED,11/29/2013,10/12/2024,H-1B,10/12/2024,0100-01-01,10/12/2024,0100-01-01,4/4/4000,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,M123456,INDIA,8/31/2012,8/30/2022,,11/8/2013,7/8/2016,AOS,9/14/2015,Emp: 2nd,India,I-140 w/prior ER; PERM in process [10.13.21 KAP],0,AOS,6103355,test2@email,"Charter Communications, Inc.",6103355,Charter,NOC Net Ops Center ,,Network Operations,,"Manager, Network Engineering ",,,,7/29/2019,L1Manager 72,Victor.Santos@charter.com,L2Manager 72,,HRBP 72,,,,,Network Operations,"Manager, Network Engineering ",,,7/29/2019,0100-01-01,,,
,,625365123,"Charter Communications, Inc.",,626898692,Primary,6/21/2019,Active,0100-01-01,LN 73,FN 73,"LN 73, FN 73",,,,,M,3/14/1986,INDIA,INDIA,123456789,6/7/2018,527317075A2,H-1B,6/7/2018,7/4/2022,H-1B,7/4/2022,0100-01-01,7/4/2022,0100-01-01,4/4/4000,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,M123456,INDIA,5/24/2017,5/23/2027,,2/24/2020,7/4/2022,AOS,11/17/2017,Emp: 2nd,INDIA,I-140 w/prior ER [10.14.21 KAP],0,AOS,6104063,test1@email.com,"Charter Communications, Inc.",6104063,Charter,IT,,Product & Technology,,,,,,8/19/2019,L1Manager 73,,L2Manager 73,,HRBP 73,,,,,Product & Technology,,,,8/19/2019,0100-01-01,,,
,,625365123,"Charter Communications, Inc.",,626898945,Primary,6/21/2019,Active,0100-01-01,LN 74,FN 74,"LN 74, FN 74",,,,,M,3/15/1986,India,India,123456789,1/16/2013,37161360627,H-1B,1/16/2013,7/22/2022,H-1B,7/22/2022,0100-01-01,7/22/2022,6/14/2008,4/4/4000,0100-01-01,7/22/2022,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,M123456,India,8/5/2015,8/4/2025,,4/1/2008,3/14/2011,AOS,1/17/2014,Emp: 2nd,India,I-140 w/prior ER; PERM in process [10.13.21 KAP],0,AOS,6103675,test2@email,"Charter Communications, Inc.",6103675,Charter,Business Intelligence,,Corporate,,,,,,8/21/2019,L1Manager 74,,L2Manager 74,,HRBP 74,,,,,Corporate,,,,8/21/2019,0100-01-01,,,
,,625365123,"Charter Communications, Inc.",,626901950,Primary,7/1/2019,Active,0100-01-01,LN 75,FN 75,"LN 75, FN 75",,,,,M,3/16/1986,India,India,,5/31/2019,031285064A2,H-1B,5/31/2019,7/29/2022,H-1B,7/29/2022,0100-01-01,7/29/2022,12/1/2016,11/30/2022,0100-01-01,7/29/2022,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,M123456,India,11/20/2018,11/19/2028,,5/21/2019,8/5/2021,AOS,0100-01-01,,India,,1,AOS,6105359,test1@email.com,"Charter Communications, Inc.",6105359,Charter,IT,,Product & Technology,,,,,,8/26/2019,L1Manager 75,,L2Manager 75,,HRBP 75,,,,,Product & Technology,,,,8/26/2019,0100-01-01,,,
,,625365123,"Charter Communications, Inc.",,626905444,Primary,7/12/2019,Active,0100-01-01,LN 76,FN 76,"LN 76, FN 76",,,,,F,3/17/1986,INDIA,INDIA,,9/18/2018,XXXXX,,11/15/2017,12/31/2018,H-1B,4/17/2022,0100-01-01,4/17/2022,0100-01-01,4/17/2022,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,NA,United States of America,0100-01-01,0100-01-01,,11/2/2017,12/31/2018,AOS,0100-01-01,,INDIA,,1,AOS,6106701,test2@email,"Charter Communications, Inc.",6106701,Charter,Engineering,,Product & Technology,,,,,,9/24/2019,L1Manager 76,,L2Manager 76,,HRBP 76,,,,,Product & Technology,,,,9/24/2019,0100-01-01,,,
,,625365123,"Charter Communications, Inc.",,626905451,Primary,7/12/2019,Active,0100-01-01,LN 77,FN 77,"LN 77, FN 77",,,,,F,3/18/1986,India,India,NA,6/19/2019,065730180A2,H-4,6/19/2019,8/1/2021,AOS Pending,8/1/2021,0100-01-01,8/1/2021,0100-01-01,0100-01-01,0100-01-01,0100-01-01,Based on AOS,6/30/2023,6/30/2023,0100-01-01,0100-01-01,0100-01-01,0100-01-01,NA,United States of America,0100-01-01,0100-01-01,,,,AOS,0100-01-01,,India,,1,AOS,6178470,test1@email.com,"Charter Communications, Inc.",6178470,Charter,Sales and Marketing,,Sales and Marketing,,,"400 Atlantic Street, Stamford, CT 06901",Stamford,CT,6/29/2018,L1Manager 77,,L2Manager 77,,HRBP 77,,,,,Sales and Marketing,,,,6/29/2018,0100-01-01,"400 Atlantic Street, Stamford, CT 06901",Stamford,CT
,,625365123,"Charter Communications, Inc.",,626909118,Primary,7/19/2019,Active,0100-01-01,LN 78,FN 78,"LN 78, FN 78",,,,,F,3/19/1986,India,India,,4/28/2019,86490068656,H-1B,4/28/2019,8/14/2022,H-1B,8/4/2022,0100-01-01,8/4/2022,0100-01-01,12/17/2024,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,M123456,India,12/31/2010,12/30/2020,,4/10/2019,9/4/2021,AOS,0100-01-01,,India,,1,AOS,6106226,test2@email,"Charter Communications, Inc.",6106226,Charter,,,Customer Operations,,,,,,12/16/2019,L1Manager 78,,L2Manager 78,,HRBP 78,,,,,Customer Operations,,,,12/16/2019,0100-01-01,,,
,,625365123,"Charter Communications, Inc.",,626911797,Primary,7/29/2019,Active,0100-01-01,LN 79,FN 79,"LN 79, FN 79",,,,,M,3/20/1986,INDIA,INDIA,123456789,11/26/2018,59882116356,H-1B,11/26/2018,8/11/2022,H-1B,8/11/2022,0100-01-01,8/11/2022,0100-01-01,4/4/4000,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,M123456,INDIA,4/11/2016,4/10/2026,,11/21/2016,8/31/2019,AOS,10/3/2011,Emp: 2nd,INDIA,I-140 w/prior ER; PERM in process [10.13.21 KAP],0,AOS,6107239,test1@email.com,"Charter Communications, Inc.",6107239,Charter,IT,,Product & Technology,,,,,,9/23/2019,L1Manager 79,,L2Manager 79,,HRBP 79,,,,,Product & Technology,,,,9/23/2019,0100-01-01,,,
,,625365123,"Charter Communications, Inc.",,626912338,Primary,7/30/2019,Active,0100-01-01,LN 80,FN 80,"LN 80, FN 80",,,,,M,3/21/1986,INDIA,INDIA,123456789,8/4/2020,538796583A2,H-1B,8/4/2020,8/26/2022,H-1B,8/26/2022,0100-01-01,8/26/2022,5/15/2011,4/4/4000,0100-01-01,8/26/2022,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,M123456,INDIA,5/11/2015,5/10/2025,H-1B,8/10/2018,8/10/2020,AOS,6/26/2015,Emp: 2nd,INDIA,I-140 w/prior ER; PERM in process [10.8.21 KAP],0,AOS,6107487,test2@email,"Charter Communications, Inc.",6107487,Charter,IT,,Product & Technology,,,"Maryland Heights, MO",,,11/4/2019,L1Manager 80,,L2Manager 80,,HRBP 80,,,,,Product & Technology,,,,11/4/2019,0100-01-01,"Maryland Heights, MO",,
,,625365123,"Charter Communications, Inc.",,626912707,Primary,7/30/2019,Active,0100-01-01,LN 81,FN 81,"LN 81, FN 81",,,,,M,3/22/1986,India,India,,1/25/2020,460034530A2,H-1B,1/25/2020,8/27/2022,H-1B,8/27/2022,0100-01-01,8/27/2022,0100-01-01,4/4/4000,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,M123456,INDIA,12/1/2016,11/30/2026,H-4,11/1/2018,4/8/2021,AOS,8/2/2018,Emp: 2nd,India,I-140 w/prior ER; PERM in process [10.8.21 KAP],0,AOS,6107949,test1@email.com,"Charter Communications, Inc.",6107949,Charter,Business Intelligence,,Corporate,,,"Charlotte, NC",,,9/30/2019,L1Manager 81,,L2Manager 81,,HRBP 81,,,,,Corporate,,,,9/30/2019,0100-01-01,"Charlotte, NC",,
,,625365123,"Charter Communications, Inc.",,626914326,Primary,8/5/2019,Active,0100-01-01,LN 82,FN 82,"LN 82, FN 82",,,,,M,3/23/1986,INDIA,INDIA,,1/10/2021,567604896A2,H-1B,1/10/2021,9/9/2022,H-1B,9/9/2022,0100-01-01,9/9/2022,0100-01-01,1/27/2024,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,M123456,INDIA,1/8/2015,1/7/2025,H-1B,1/5/2021,9/9/2022,AOS,0100-01-01,,INDIA,,1,AOS,6108588,test2@email,"Charter Communications, Inc.",6108588,Charter,Business Intelligence,,Corporate,,,,,,10/7/2019,L1Manager 82,,L2Manager 82,,HRBP 82,,,,,Corporate,,,,10/7/2019,0100-01-01,,,
,,625365123,"Charter Communications, Inc.",,626914900,Primary,8/6/2019,Active,0100-01-01,LN 83,FN 83,"LN 83, FN 83",,,,,M,3/24/1986,INDIA,INDIA,,10/27/2021,685239354A2,H-1B,10/27/2021,6/6/2022,H-1B,6/6/2022,0100-01-01,6/6/2022,12/4/2015,6/6/2022,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,M123456,INDIA,1/3/2017,1/2/2027,,3/3/2021,6/6/2022,AOS,0100-01-01,,INDIA,,1,AOS,6108379,test1@email.com,"Charter Communications, Inc.",6108379,Charter,IT,,Product & Technology,,,,,,9/23/2019,L1Manager 83,,L2Manager 83,,HRBP 83,,,,,Product & Technology,,,,9/23/2019,0100-01-01,,,
,,625365123,"Charter Communications, Inc.",,626915386,Primary,8/6/2019,Active,0100-01-01,LN 84,FN 84,"LN 84, FN 84",,,,,M,3/25/1986,INDIA,INDIA,123456789,3/10/2015,55196507830,H1-B,3/10/2015,8/27/2022,H-1B,8/27/2022,0100-01-01,8/27/2022,0100-01-01,4/4/4000,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,,United States of America,0100-01-01,0100-01-01,,3/14/2014,6/2/2016,AOS,6/11/2012,Emp: 3rd,INDIA,I-140 w/prior ER; PERM in process [10.6.21 KAP],0,AOS,6110626,test2@email,"Charter Communications, Inc.",6110626,Charter,IT,,Product & Technology,,,,,,9/16/2019,L1Manager 84,,L2Manager 84,,HRBP 84,,,,,Product & Technology,,,,9/16/2019,0100-01-01,,,
,,625365123,"Charter Communications, Inc.",,626922488,Primary,8/22/2019,Active,0100-01-01,LN 85,FN 85,"LN 85, FN 85",,,,,M,3/26/1986,INDIA,INDIA,,7/26/2016,74301899056,H-1B,7/26/2016,6/7/2024,H-1B,6/7/2024,0100-01-01,6/7/2024,0100-01-01,9/30/2026,0100-01-01,0100-01-01,F-1 OPT STEM,12/12/2020,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,M123456,INDIA,4/5/2013,4/4/2023,,10/1/2020,7/26/2023,AOS,0100-01-01,,INDIA,,1,AOS,6110138,test1@email.com,"Charter Communications, Inc.",6110138,Charter,Business Intelligence,,Corporate,,,,,,9/16/2019,L1Manager 85,,L2Manager 85,,HRBP 85,,,,,Corporate,,Possible FY 2021,,9/16/2019,0100-01-01,,,
,,625365123,"Charter Communications, Inc.",,626926872,Primary,8/28/2019,Active,0100-01-01,LN 86,FN 86,"LN 86, FN 86",,,,,M,3/27/1986,INDIA,INDIA,,6/23/2018,31929046556,H-1B,6/23/2018,9/26/2022,H-1B,9/26/2022,0100-01-01,9/26/2022,0100-01-01,6/22/2024,0100-01-01,9/26/2022,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,N\A,United States of America,0100-01-01,0100-01-01,H-1B,8/24/2017,12/31/2019,AOS,0100-01-01,,INDIA,,1,AOS,6185970,test2@email,"Charter Communications, Inc.",6185970,Charter,Business Intelligence,,Corporate,,,"Englewood, CO",,,0100-01-01,L1Manager 86,,L2Manager 86,,HRBP 86,,,,,Corporate,,,,0100-01-01,0100-01-01,"Englewood, CO",,
,,625365123,"Charter Communications, Inc.",,626932095,Primary,9/12/2019,Active,0100-01-01,LN 87,FN 87,"LN 87, FN 87",,,,,M,3/28/1986,INDIA,INDIA,123456789,10/8/2014,41385153430,H-1B,10/8/2014,10/2/2022,H-1B,10/2/2022,0100-01-01,10/2/2022,0100-01-01,4/4/4000,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,N/A,United States of America,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,AOS,1/5/2016,Emp: 2nd,INDIA,I-140 w/prior ER; PERM in process [10.6.21 KAP],0,AOS,6113983,test1@email.com,"Charter Communications, Inc.",6113983,Charter,IT,,Product & Technology,,,,,,12/2/2019,L1Manager 87,,L2Manager 87,,HRBP 87,,,,,Product & Technology,,,,12/2/2019,0100-01-01,,,
,,625365123,"Charter Communications, Inc.",,626932661,Primary,9/13/2019,Active,0100-01-01,LN 88,FN 88,"LN 88, FN 88",,,,,M,3/29/1986,INDIA,INDIA,123456789,12/30/2018,65998905656,H-1B,12/30/2018,9/29/2022,H-1B,9/29/2022,0100-01-01,9/29/2022,0100-01-01,4/4/4000,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,M123456,INDIA,7/11/2016,7/10/2026,,3/19/2019,3/23/2022,AOS,12/13/2014,Emp: 3rd,INDIA,I-140 w/prior ER; PERM in process [10.19.21 KAP],0,AOS,6113414,test2@email,"Charter Communications, Inc.",6113414,Charter,Business Intelligence,,Corporate,,,,,,10/28/2019,L1Manager 88,,L2Manager 88,,HRBP 88,,,,,Corporate,,,,10/28/2019,0100-01-01,,,
,,625365123,"Charter Communications, Inc.",,626995992,Primary,9/30/2019,Active,0100-01-01,LN 89,FN 89,"LN 89, FN 89",,,,,M,3/30/1986,INDIA,INDIA,123456789,7/8/2019,100518862A2,H-1B,7/8/2019,10/28/2022,H-1B,10/28/2022,0100-01-01,10/28/2022,0100-01-01,4/4/4000,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,M123456,India,10/22/2013,10/21/2023,,5/31/2019,7/30/2020,AOS,7/22/2019,Emp: 2nd,INDIA,I-140 w/prior ER; PERM in process [10.13.21 KAP],0,AOS,6115321,test1@email.com,"Charter Communications, Inc.",6115321,Charter,IT,,Product & Technology,,,"Maryland Heights, MO",,,12/23/2019,L1Manager 89,,L2Manager 89,,HRBP 89,,,,,Product & Technology,,,,12/23/2019,0100-01-01,"Maryland Heights, MO",,
,,625365123,"Charter Communications, Inc.",,626996176,Primary,10/1/2019,Active,0100-01-01,LN 90,FN 90,"LN 90, FN 90",,,,,M,3/31/1986,INDIA,INDIA,123456789,8/17/2016,5816759885,H1B,8/17/2016,10/31/2022,H-1B,10/31/2022,0100-01-01,10/31/2022,0100-01-01,4/4/4000,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,M123456,INDIA,5/18/2016,5/17/2026,,8/2/2016,12/29/2018,AOS,5/9/2014,Emp: 3rd,INDIA,I-140 w/prior ER; PERM in process [10.8.21 KAP],0,AOS,6113007,test2@email,"Charter Communications, Inc.",6113007,Charter,APO,,Network Operations,,,,,,11/18/2019,L1Manager 90,,L2Manager 90,,HRBP 90,,,,,Network Operations,,,,11/18/2019,0100-01-01,,,
,,625365123,"Charter Communications, Inc.",,627095236,Primary,11/8/2019,Active,0100-01-01,LN 91,FN 91,"LN 91, FN 91",,,,,M,4/1/1986,INDIA,INDIA,,3/26/2018,93137172485,H-1B,3/26/2018,11/24/2022,H-1B,11/24/2022,0100-01-01,11/24/2022,0100-01-01,4/4/4000,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,M123456,INDIA,6/26/2018,6/25/2028,,3/6/2018,5/25/2019,AOS,10/5/2016,Emp: 2nd,INDIA,I-140 w/prior ER; PERM in process [10.13.21 KAP],0,AOS,6120404,test1@email.com,"Charter Communications, Inc.",6120404,Charter,IT,,Product & Technology,,,,,,1/13/2020,L1Manager 91,,L2Manager 91,,HRBP 91,,,,,Product & Technology,,,,1/13/2020,0100-01-01,,,
,,625365123,"Charter Communications, Inc.",,627102628,Primary,11/21/2019,Active,0100-01-01,LN 92,FN 92,"LN 92, FN 92",,,,,M,4/2/1986,INDIA,INDIA,,9/2/2017,58951956385,H1B,9/2/2017,12/4/2022,H-1B,12/4/2022,0100-01-01,12/4/2022,0100-01-01,9/1/2023,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,M123456,INDIA,7/25/2016,7/24/2026,,5/9/2017,2/12/2020,AOS,0100-01-01,,INDIA,,1,AOS,6120227,test2@email,"Charter Communications, Inc.",6120227,Charter,Business Intelligence,,Corporate,,,,,,1/6/2020,L1Manager 92,,L2Manager 92,,HRBP 92,,,,,Corporate,,,,1/6/2020,0100-01-01,,,
,,625365123,"Charter Communications, Inc.",,627105156,Primary,12/2/2019,Active,0100-01-01,LN 93,FN 93,"LN 93, FN 93",,,,,M,4/3/1986,INDIA,INDIA,,7/3/2019,091562635A2,H-1B,7/3/2019,12/29/2022,H-1B,12/29/2022,0100-01-01,12/29/2022,0100-01-01,4/24/2023,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,,United States of America,0100-01-01,0100-01-01,H-1B,6/13/2019,8/19/2021,AOS,0100-01-01,,INDIA,,1,AOS,6120757,test1@email.com,"Charter Communications, Inc.",6120757,Charter,IT,,Product & Technology,,,"Greenwood Village, CO",,,1/21/2020,L1Manager 93,,L2Manager 93,,HRBP 93,,,,,Product & Technology,,,,1/21/2020,0100-01-01,"Greenwood Village, CO",,
,,625365123,"Charter Communications, Inc.",,627106176,Primary,12/3/2019,Active,0100-01-01,LN 94,FN 94,"LN 94, FN 94",,,,,M,4/4/1986,INDIA,INDIA,,11/15/2018,58083215856,H-1B,11/15/2018,12/21/2022,H-1B,12/21/2022,0100-01-01,12/21/2022,8/23/2013,12/21/2022,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,NA,United States of America,0100-01-01,0100-01-01,,6/13/2018,2/28/2019,AOS,0100-01-01,,INDIA,,1,AOS,6122501,test2@email,"Charter Communications, Inc.",6122501,Charter,Engineering,,Product & Technology,,,,,,1/27/2020,L1Manager 94,,L2Manager 94,,HRBP 94,,,,,Product & Technology,,,,1/27/2020,0100-01-01,,,
,,625365123,"Charter Communications, Inc.",,627106181,Primary,12/3/2019,Active,0100-01-01,LN 95,FN 95,"LN 95, FN 95",,,,,M,4/5/1986,INDIA,INDIA,,2/8/2019,72477554556,H-1B,2/8/2019,12/25/2022,H-1B,12/25/2022,0100-01-01,12/25/2022,0100-01-01,9/30/2025,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,M123456,INDIA,0100-01-01,6/8/2024,,2/6/2015,7/5/2020,AOS,0100-01-01,,INDIA,,1,AOS,6121036,test1@email.com,"Charter Communications, Inc.",6121036,Charter,Product,,Product & Technology,,,"Greenwood Village, CO",,,1/13/2020,L1Manager 95,Jacob.Buhrman@charter.com,L2Manager 95,,HRBP 95,,,,,Product & Technology,,,,1/13/2020,0100-01-01,"Greenwood Village, CO",,
,,625365123,"Charter Communications, Inc.",,627108109,Primary,12/9/2019,Active,0100-01-01,LN 96,FN 96,"LN 96, FN 96",,,,,M,4/6/1986,INDIA,INDIA,,12/13/2017,75868909585,H-1B,12/13/2017,12/31/2022,H-1B,12/31/2022,0100-01-01,12/31/2022,0100-01-01,12/12/2023,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,NA,United States of America,0100-01-01,0100-01-01,,8/3/2017,9/9/2019,AOS,0100-01-01,,INDIA,,1,AOS,6121648,test2@email,"Charter Communications, Inc.",6121648,Charter,Business Intelligence,,Corporate,,,,,,2/17/2020,L1Manager 96,,L2Manager 96,,HRBP 96,,,,,Corporate,,,,2/17/2020,0100-01-01,,,
,,625365123,"Charter Communications, Inc.",,627109773,Primary,12/12/2019,Active,0100-01-01,LN 97,FN 97,"LN 97, FN 97",,,,,M,4/7/1986,INDIA,INDIA,,6/14/2017,43940827485,H1B,6/14/2017,1/1/2023,H-1B,1/1/2023,0100-01-01,1/1/2023,0100-01-01,6/13/2023,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,M123456,INDIA,2/25/2016,2/24/2026,,1/23/2017,9/5/2019,AOS,0100-01-01,,INDIA,,1,AOS,6122262,test1@email.com,"Charter Communications, Inc.",6122262,Charter,IT,,Product & Technology,,,"Charlotte, NC",,,3/2/2020,L1Manager 97,Charlie.Irani@charter.com,L2Manager 97,,HRBP 97,,,,,Product & Technology,,,,3/2/2020,0100-01-01,"Charlotte, NC",,
,,625365123,"Charter Communications, Inc.",,627110232,Primary,12/12/2019,Active,0100-01-01,LN 98,FN 98,"LN 98, FN 98",,,,,M,4/8/1986,INDIA,India,123456789,3/11/2015,55270892530,H-1B,3/11/2015,1/5/2023,H-1B,1/5/2023,0100-01-01,1/5/2023,0100-01-01,4/4/4000,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,M123456,INDIA,4/17/2014,4/16/2024,,2/27/2015,1/2/2018,AOS,4/9/2014,Emp: 2nd,INDIA,I-140 w/prior ER; PERM in process [10.14.21 KAP],0,AOS,6119992,test2@email,"Charter Communications, Inc.",6119992,Charter,Business Intelligence,,Corporate,,,"Charlotte, NC",,,2/10/2020,L1Manager 98,,L2Manager 98,,HRBP 98,,,,,Corporate,,,,2/10/2020,0100-01-01,"Charlotte, NC",,
,,625365123,"Charter Communications, Inc.",,627112364,Primary,12/16/2019,Active,0100-01-01,LN 99,FN 99,"LN 99, FN 99",,,,,M,4/9/1986,INDIA,INDIA,,12/31/2019,420137841A2,H1B,12/31/2019,1/13/2023,H-1B,1/13/2023,0100-01-01,1/13/2023,0100-01-01,9/30/2025,1/13/2023,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,,United States of America,0100-01-01,0100-01-01,,,,AOS,0100-01-01,,INDIA,,1,AOS,6122440,test1@email.com,"Charter Communications, Inc.",6122440,Charter,Product,,Product & Technology,,,,,,2/3/2020,L1Manager 99,,L2Manager 99,,HRBP 99,,,,,Product & Technology,,,,2/3/2020,0100-01-01,,,
